ID	kmer_coverage	bioproject	biosample	bioproject_title	bioproject_description	refs	sample_acc	assay_type	center_name	experiment	sample_name	organism	longitude	latitude	selected_location	locations	disease_source	disease_text	do_label	do_id	tissue	tissue_source	tissue_text	bto_id	contigs_n50	contigs_nbseq	contigs_maxlen	contigs_sumlen	unitigs_n50	unitigs_nbseq	unitigs_maxlen	unitigs_sumlen	instrument	librarylayout	libraryselection	librarysource	library_name	platform	sra_study	releasedate	mbytes	avgspotlen	mbases	biosamplemodel_sam	collection_date_sam	location_count	location_avg_coverage	location_max_coverage	location_min_coverage	location_med_coverage
SRR24010787	0.909	PRJNA950127	SAMN33976212	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174185	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813635	ENV/USA/WI-MSN-AE0000100A8B3C/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	18171054.0	929.0	621484950.0	32	68941496	680	2361418355	GridION	SINGLE	cDNA	METAGENOMIC	AE0000100A8B3C_gridion	OXFORD_NANOPORE	SRP430053	2023-03-29	8493	530	10562	['Metagenome or environmental']	['2022-02-08']	15	0.8	0.95	0.55	0.84
SRR24010786	0.905	PRJNA950127	SAMN33976212	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174185	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813636	ENV/USA/WI-MSN-AE0000100A8B3C/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	1979539.0	1540.0	74289119.0	32	24253681	646	838396398	PromethION	SINGLE	cDNA	METAGENOMIC	AE0000100A8B3C	OXFORD_NANOPORE	SRP430053	2023-03-29	2477	817	3278	['Metagenome or environmental']	['2022-02-08']	15	0.8	0.95	0.55	0.84
SRR11392655	0.879	PRJNA614480	SAMN14427291	CDK8 fine-tunes IL-6 transcriptional activities by limiting STAT3 resident time at the gene loci	"Cytokines are highly pleiotropic ligands that critically contribute to a balanced immune response. We have an incomplete understanding of how cytokines elicit their functional pleiotropy, which has limited their therapeutic use. Here, using Interleukin-6 (IL-6) as a model system, we have performed detailed phosphoproteomic and transcriptomic studies in human Th-1 cells to address the molecular bases defining cytokine functional pleiotropy. We have identified CDK8 as a new negative regulator of STAT3 transcriptional activities that contributes to the diversification of IL-6 responses.  We found that CDK8 is a major regulator of the IL-6 phosphoproteome, and interacts with STAT3 in the nucleus upon IL-6 stimulation. Inhibition of CDK8 activity, using specific small molecules inhibitors, reduced the IL-6-induced phosphoproteome by 23% in Th-1 cells, including STAT3 Ser727 phosphorylation. This, in turn, resulted in retention of tyrosine phosphorylated STAT3 in the nucleus, which increased the binding of STAT3 to target DNA sites in the genome with a concomitant increase in STAT3 mediated transcriptional activity. Importantly, inhibition of CDK8 activity under Th-17 polarizing conditions resulted in an enhancement of Th-17 differentiation. Our results support a model where CDK8 regulates STAT3 transcriptional processivity via modulation of its gene loci resident time, critically contributing to tuning STAT3 mediated responses.Overall design: Role of CDK8 in IL-6-induced STAT3 mediated transcriptional activity in human T cells."	PubMed:33357429	SRS6356671	ChIP-Seq	GEO	SRX7971769	GSM4430009	Homo sapiens													160.0	2750004.0	2603.0	206501292.0	67	18995403	825	1066498158	Illumina HiSeq 4000	PAIRED	ChIP	GENOMIC		ILLUMINA	SRP253716	2020-12-23	1243	300	3130			0				
ERR6212450	0.879	PRJEB43730	SAMEA9361894	Double-strand break map for the top6bl mouse	After the identification of a direct interaction between TOPVIBL and REC114, we characterized the phenotype of the mutant mouse. Double-strand break map for the mutant mouse and the wild-type one were generated using the DMC1-SSDS methodology. Here are the data and results from this experiment.		ERS7094963	ChIP-Seq	IGH, CNRS-UM, UMR 9002	ERX5847552	SAMEA9361894	Mus musculus													46.0	8835234.0	1443.0	458599131.0	34	78868960	754	3174746060	Illumina HiSeq 2500	PAIRED	ChIP	GENOMIC	17144FL-05-01-02	ILLUMINA	ERP127720	2022-10-28	6649	302	13626		['2019-04-09']	0				
SRR1754495	0.878	PRJNA272507	SAMN03283097	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816613	OTHER	GEO	SRX839865	GSM1582221	Mus musculus													233.0	13143.0	1628.0	2564033.0	67	251191	729	14745784	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	69	69	92			0				
SRR1754446	0.872	PRJNA272507	SAMN03283130	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816564	OTHER	GEO	SRX839816	GSM1582172	Mus musculus													269.0	14555.0	1668.0	2680796.0	64	190375	786	11144636	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	72	69	98			0				
SRR584137	0.868	PRJNA176941	SAMN01760507	Polypyrimidine tract-binding protein homologues from Arabidopsis are key regulators of alternative splicing with implications in fundamental developmental processes	"Alternative splicing (AS) generates transcript variants by the definition of different exonic and intronic regions and causes a massive expansion of transcriptome diversity. Changes in AS patterns have been found to be linked to manifold biological processes, yet fundamental aspects such as the regulation of AS and the functional implications of altered AS programs largely remain to be addressed. In this work, widespread AS regulation by Arabidopsis Polypyrimidine tract-binding protein homologues (AtPTBs) was revealed. In total 452 AS events derived from 308 distinct genes were found to be responsive to the levels of the splicing factors AtPTB1 and AtPTB2, which predominantly triggered splicing of regulated introns, inclusion of cassette exons, and usage of upstream 5' splice sites. In contrast, alternative 3' splice site events were strongly underrepresented among the AtPTB1/2 targets and no major AS regulatory function of the distantly related AtPTB3 was found. Dependent on their position within the mRNA, AtPTB-regulated events can both modify the untranslated regions and give rise to alternative protein products. Gene ontology analysis revealed a connection of AtPTB-mediated AS control with diverse biological processes, and the functional implications of selected AS events were further elucidated in the context of seed germination and flowering time control. Specifically, AtPTB misexpression changes AS of the PHYTOCHROME INTERACTING FACTOR 6 (PIF6) pre-mRNA, coinciding with altered rates of abscisic acid-dependent seed germination. Furthermore, AS patterns as well as the expression of key flowering regulators were massively changed in an AtPTB1/2 level-dependent manner. In conclusion, our work has revealed widespread AS regulatory functions of the AtPTB splicing factors with important functional implications in various fundamental processes of Arabidopsis development.Overall design: Analysis of alternative splicing patterns in plants with increased and decreased levels of the 3 Arabidopsis Polypyrimidine-tract binding protein homologues in comparison to wild type samples, determined in duplicates"	PubMed:23192226	SRS367559	RNA-Seq	GEO	SRX193202	GSM1017178	Arabidopsis thaliana													325.0	401269.0	11199.0	44519118.0	36	7089655	2664	287489926	Illumina Genome Analyzer II	SINGLE	cDNA	TRANSCRIPTOMIC		ILLUMINA	SRP016026	2012-10-23	3282	101	5331			0				
SRR24010804	0.863	PRJNA950127	SAMN33976210	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174168	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813618	ENV/USA/WI-MSN-AE00001004492C/2021	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_sam"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"									32.0	6197886.0	863.0	215262509.0	32	28745182	571	988082562	PromethION	SINGLE	cDNA	METAGENOMIC	AE00001004492C	OXFORD_NANOPORE	SRP430053	2023-03-29	2655	719	3280	['Metagenome or environmental']	['2021-12-23']	15	0.8	0.95	0.55	0.84
SRR24010793	0.862	PRJNA950127	SAMN33976211	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174179	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813629	ENV/USA/WI-MSN-AE0000100A8839/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	7334272.0	723.0	256936399.0	32	30114798	697	1040936519	PromethION	SINGLE	cDNA	METAGENOMIC	AE0000100A8839	OXFORD_NANOPORE	SRP430053	2023-03-29	3093	866	4123	['Metagenome or environmental']	['2022-02-01']	15	0.8	0.95	0.55	0.84
SRR24010789	0.859	PRJNA950127	SAMN33976232	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174183	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813633	ENV/USA/WI-MSN-AE00001073172E/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name_country_calc"":[-77.03196,38.89036],""geo_loc_name_sam"":[-89.38645,43.07313],""geo_loc_name"":[-89.38645,43.07313]}"													32	40405401	741	1400308561	PromethION	SINGLE	cDNA	METAGENOMIC	AE00001073172E	OXFORD_NANOPORE	SRP430053	2023-03-29	4296	700	5294	['Metagenome or environmental']	['2022-12-08']	15	0.8	0.95	0.55	0.84
SRR1754513	0.853	PRJNA272507	SAMN03282797	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816630	OTHER	GEO	SRX839883	GSM1582239	Mus musculus													244.0	16291.0	960.0	2650961.0	67	203391	760	11999658	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	67	69	89			0				
SRR8451350	0.845	PRJNA515691	SAMN10764815	African yam domestication	In this study, we used whole genome resequencing to study the genomic diversity of African yam (Dioscorea sp.) in order to get insight into the domestication process.		SRS4259430	WGS	IRD	SRX5258337	A5045_WGS_AfriCrop	Dioscorea abyssinica	-0.8492	10.5178	lat_lon	"{""geo_loc_name_sam"": [-0.23262, 5.57888], ""geo_loc_name_country_calc"": [-0.23262, 5.57888], ""geo_loc_name"": [""-0.23262"", ""5.57888""]}"									210.0	2032286.0	4080.0	224822321.0	61	12005076	3308	682894017	Illumina HiSeq 3000	PAIRED	RANDOM	GENOMIC	RunHi4c-TAG-59	ILLUMINA	SRP179974	2019-05-02	1227	267	2607	['Plant']		1	0.84	0.84	0.84	0.84
SRR1754646	0.844	PRJNA272507	SAMN03282668	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816765	OTHER	GEO	SRX840016	GSM1582372	Mus musculus													282.0	11375.0	3269.0	2016632.0	69	181411	899	10639223	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	69	69	113			0				
SRR24010781	0.842	PRJNA950127	SAMN33976217	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174190	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813641	ENV/USA/WI-MSN-AE0000100CA232/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	1862175.0	1182.0	67747459.0	32	22768330	672	786474690	PromethION	SINGLE	cDNA	METAGENOMIC	AE0000100CA232	OXFORD_NANOPORE	SRP430053	2023-03-29	1993	746	2393	['Metagenome or environmental']	['2022-05-02']	15	0.8	0.95	0.55	0.84
SRR1754640	0.841	PRJNA272507	SAMN03282682	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816760	OTHER	GEO	SRX840010	GSM1582366	Mus musculus													36.0	13361.0	2099.0	661548.0	45	129456	983	5770778	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	47	69	75			0				
SRR1754486	0.838	PRJNA272507	SAMN03283014	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816605	OTHER	GEO	SRX839856	GSM1582212	Mus musculus													325.0	9056.0	2043.0	1953132.0	60	135195	1096	7653522	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	64	69	86			0				
SRR24010797	0.83	PRJNA950127	SAMN33976225	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174175	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813625	ENV/USA/WI-MSN-AE000010014930/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	6509391.0	1189.0	231229588.0	32	44730261	758	1548947817	PromethION	SINGLE	cDNA	METAGENOMIC	AE000010014930	OXFORD_NANOPORE	SRP430053	2023-03-29	4973	692	6232	['Metagenome or environmental']	['2022-11-14']	15	0.8	0.95	0.55	0.84
SRR11556263	0.828	PRJNA625732	SAMN14608350	In-situ cell-type specific chromatin topologies in the brain revealed by genome architecture mapping	"We report the application of genome architecture mapping in specific cell types in mouse brain. We generated cell-type specific chromatin contact maps in mouse dopaminergic neurons from the midbrain ventral tegmental area (VTA DN), pyramidal glutamatergic neurons from the cornus ammonis 1 region of the hippocampus (CA1 PGN), and non-neuronal post-mitotic oligodendrocytes from the somatosensory cortex (SSC_Olig). We explored cell-type specific chromatin topologies genome-wide at multiple genomic scales. Our data demonstrates that chromatin organization is cell type specific and reflects cell specialization at all genomic scales.Overall design: Briefly, we isolated single thin tissue sections by ultrathin cryosectioning (approx. 220 nm) of the mouse brain region of interest, and selected specific cell-types using immunofluorescence with specific AB markers. Following cell identification, 3 nuclear sections (nuclear profiles; NPs) were captured by laser microdissection in individual PCR caps. We then extracted, amplified and sequenced the DNA from each PCR cap."	PubMed:34789882	SRS6491035	OTHER	GEO	SRX8126700	GSM4481001	Mus musculus									midbrain	tissue	midbrain ventral tegmental area	BTO_0000138	398.0	18555.0	16774.0	4842930.0	56	281852	3360	16083093	NextSeq 500	SINGLE	other	GENOMIC		ILLUMINA	SRP256628	2021-08-28	97	69	243			0				
