ID	kmer_coverage	bioproject	biosample	bioproject_title	bioproject_description	refs	sample_acc	assay_type	center_name	experiment	sample_name	organism	longitude	latitude	selected_location	locations	disease_source	disease_text	do_label	do_id	tissue	tissue_source	tissue_text	bto_id	contigs_n50	contigs_nbseq	contigs_maxlen	contigs_sumlen	unitigs_n50	unitigs_nbseq	unitigs_maxlen	unitigs_sumlen	instrument	librarylayout	libraryselection	librarysource	library_name	platform	sra_study	releasedate	mbytes	avgspotlen	mbases	biosamplemodel_sam	collection_date_sam	location_count	location_avg_coverage	location_max_coverage	location_min_coverage	location_med_coverage
SRR24793411	0.691	PRJNA978525	SAMN35556869	Sperm chromatin accessibility’s involvement in the intergenerational effects of stress hormone receptor activation	"Dexamethasone is a stress hormone receptor agonist used widely in clinics. We and others previously showed that paternal administration of dexamethasone in mice affects the phenotype of their offspring. The substrate of intergenerational transmission of environmentally induced effects often involves changes in sperm RNA, yet other epigenetic modifications in the germline can be affected and are also plausible candidates. First, we tested the involvement of altered sperm RNAs in the transmission of dexamethasone induced phenotypes across generations. We did this by injecting sperm RNA into naïve fertilized oocytes, before performing metabolic and behavioral phenotyping of the offspring. We observed phenotypic changes in discordance with those found in offspring generated by in vitro fertilization using sperm from dexamethasone exposed males. Second, we investigated the effect of dexamethasone on chromatin accessibility using ATAC sequencing and found significant changes at specific genomic features and gene regulatory loci. Employing q-RT-PCR, we show altered expression of a gene in the tissue of offspring affected by accessibility changes in sperm. Third, we establish a correlation between specific DNA modifications and stress hormone receptor activity as a likely contributing factor influencing sperm accessibility. Finally, we independently investigated this dependency by genetically reducing thymine-DNA glycosylase levels and observing concomitant changes at the level of chromatin accessibility and stress hormone receptor activity.Overall design: Tn5 fragmented mouse sperm chromatin of 3 Tdg+/- and 2 Ctrls as well as 3 Dexamethasone injected mice and 2 Vehicles were analyzed in regard to their chromatin accessibility"	PubMed:38065942	SRS17870320	ATAC-seq	EPIGENETICS AND NEUROENDOCRINOLOGY, INS, ETH ZURICH	SRX20565799	GSM7438685	Mus musculus													109.0	24544269.0	2995.0	1684411233.0	46	120664809	1056	5817219902	Illumina NovaSeq 6000	PAIRED	other	GENOMIC	GSM7438685	ILLUMINA	SRP440669	2023-12-09	11239	300	33382			0				
SRR9150765	0.686	PRJNA545299	SAMN11882269	Epigenomic Landscape of Mouse Brain by Single Nucleus Methylation Sequencing [CEMBA180220_2E]	"Illustrating the cellular architecture of the mammalian brain is critical to understanding its diverse functions and complex animal behaviors. With support from NIMH and NINDS as part of the BRAIN Initiative Cell Census Network (BICCN), the Center for Epigenomics of the Mouse Brain Atlas (CEMBA) applied single nucleus methylation sequencing in 118 brain funtional regions across the whole adult male P56 C57BL/6J mouse brain. In each major brain regions, we identified distinct cell clusters and formed them in a hierarchical taxonomy. These clusters include known primary brain cell types and possible sub-types. We use these data to identify the epigenomic characteristics and to define specific regulatory elements for each cell cluster. We integrate the single cell methylome with single cell gene expression and chromatin accessibility profiles from the same brain region to further identify potential enhancers and their corresponding genes for several neuronal cell types. By brain region spacial comparisons, we found spatial specificity among excitatory neuronal clusters within the same cortical layer. We identify brain-region-specific transcription factors that may regulate cortical region development of excitatory neurons. These data define the landscape of cell type and spatial heterogeneity in the mouse brain and the underlining regulatory epigenomic basis.Overall design: Apply snmC-seq2 to 118 brain functional regions to identify epigenomic landcape of the adult mouse brain, this subseries consists of one single nucleus methylation sequencing experiment of brain region (AON)."	PubMed:34616061	SRS4837481	OTHER	GEO	SRX5923721	GSM3825974	Mus musculus													151.0	110244.0	1726.0	8726635.0	45	1634224	276	80685100	Illumina NovaSeq 6000	PAIRED	other	GENOMIC		ILLUMINA	SRP199762	2020-08-24	130	264	337			0				
SRR24010786	0.681	PRJNA950127	SAMN33976212	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174185	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813636	ENV/USA/WI-MSN-AE0000100A8B3C/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	1979539.0	1540.0	74289119.0	32	24253681	646	838396398	PromethION	SINGLE	cDNA	METAGENOMIC	AE0000100A8B3C	OXFORD_NANOPORE	SRP430053	2023-03-29	2477	817	3278	['Metagenome or environmental']	['2022-02-08']	8	0.69	0.94	0.53	0.68
SRR24010787	0.68	PRJNA950127	SAMN33976212	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174185	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813635	ENV/USA/WI-MSN-AE0000100A8B3C/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [""-89.38645"", ""43.07313""]}"									32.0	18171054.0	929.0	621484950.0	32	68941496	680	2361418355	GridION	SINGLE	cDNA	METAGENOMIC	AE0000100A8B3C_gridion	OXFORD_NANOPORE	SRP430053	2023-03-29	8493	530	10562	['Metagenome or environmental']	['2022-02-08']	8	0.69	0.94	0.53	0.68
SRR23705987	0.661	PRJNA941228	SAMN33593424	IL-17RA promotes pathologic epithelial inflammation in a mouse model of upper respiratory influenza infection	"The upper respiratory tract (nasopharynx or NP) is the first site of influenza replication, allowing the virus to disseminate to the lower respiratory tract or promoting community transmission. The host response in the NP regulates an intricate balance between viral control and tissue pathology. The hyper-inflammatory responses promote epithelial injury, allowing for increased viral dissemination and susceptibility to secondary bacterial infections. However, the pathologic contributors to influenza upper respiratory tissue pathology are incompletely understood. In this study, we investigated the role of IL-17RA as a modulator of influenza host response and inflammation in the upper respiratory tract. We used a combined experimental approach involving IL-17RA-/- mice and an air-liquid interface (ALI) epithelial culture model to investigate the role of IL-17 response in epithelial inflammation, barrier function, and tissue pathology. Our data show that IL-17RA-/- mice exhibited significantly reduced neutrophilia, epithelial injury, and viral load. The reduced NP inflammation and epithelial injury in IL-17RA-/- mice correlated with increased resistance against co-infection by Streptococcus pneumoniae (Spn). IL-17A treatment, while potentiating the apoptosis of IAV-infected epithelial cells, caused bystander cell death and disrupted the barrier function in ALI epithelial model, supporting the in vivo findings.Overall design: 13 samples"		SRS16951020	RNA-Seq	UNIVERSITY OF NORTH DAKOTA	SRX19567610	GSM7081467	Mus musculus													99.0	6639794.0	2883.0	403816346.0	35	49277421	806	2040563565	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC	GSM7081467	ILLUMINA	SRP425795	2023-10-31	4496	302	12090			0				
SRR23595637	0.657	PRJNA937066	SAMN33388219	Human hair follicle microbiome	Shotgun sequencing human hair follicle microbiome		SRS16871773	WGS	MONASTERIUM LABORATORY	SRX19480697	Donor 7_inf mes	human skin metagenome	-15.4654	28.1009	lat_lon	"{""geo_loc_name_country_calc"": [-3.69197, 40.41955], ""geo_loc_name"": [-3.69197, 40.41955], ""geo_loc_name_sam"": [""-3.69197"", ""40.41955""]}"													41	22759289	1154	1075200250	Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	D7S9	ILLUMINA	SRP424069	2023-09-24	1299	302	4065	['MIMS.me.human-skin.5.0']		1	0.66	0.66	0.66	0.66
SRR12244187	0.655	PRJNA497195	SAMN15564055	Guiding T lymphopoiesis from pluripotent stem cells by defined transcription factors [single hematopoietic cells (iHEC)]	"We identified that the coordinated expression of exogenous Runx1 and Hoxa9 during the haematopoietic induction process from mouse PSC resulted in a type of induced hemogenic endothelial cells (iHEC). The single iHEC can be robustly educated into induced haematopoietic progenitor cells (iHPC), which gave rise to induced T cells (iT cells) with abundant TCRαβ repertoire in vivo. We  sorted  the  single iHEC and iHPC  from  day-14,  day-17,  day-21  cell  products  derived  from  241 iR9-ES  and  performed  single-cell  RNA-Seq.Overall design: mRNA profiles of 73 single hematopoietic endothelia cells (iHEC). single HCs were sorted from PSC-derived cells for RNAseq analysis according to kit instruction of Discover-sc WTA Kit V2(Vazyme) and TruePrepTM  DNA Library Prep Kit V2 (Vazyme), using illumina NextSeq500."	PubMed:31729468	SRS7024329	RNA-Seq	GEO	SRX8752363	GSM4675576	Mus musculus													288.0	49879.0	3163.0	4052864.0	36	1205627	1238	47159155	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC		ILLUMINA	SRP165956	2020-07-31	315	147	743			0				
ERR6212450	0.654	PRJEB43730	SAMEA9361894	Double-strand break map for the top6bl mouse	After the identification of a direct interaction between TOPVIBL and REC114, we characterized the phenotype of the mutant mouse. Double-strand break map for the mutant mouse and the wild-type one were generated using the DMC1-SSDS methodology. Here are the data and results from this experiment.		ERS7094963	ChIP-Seq	IGH, CNRS-UM, UMR 9002	ERX5847552	SAMEA9361894	Mus musculus													46.0	8835234.0	1443.0	458599131.0	34	78868960	754	3174746060	Illumina HiSeq 2500	PAIRED	ChIP	GENOMIC	17144FL-05-01-02	ILLUMINA	ERP127720	2022-10-28	6649	302	13626		['2019-04-09']	0				
SRR18559096	0.653	PRJNA821007	SAMN27034175	Pteronia sequencing	Sequences of Pteronia (Asteraceae) for repeatome analysis	PMC:9559566	SRS12448064	WGS	INSTITUTE OF BOTANY OF THE CZECH ACADEMY OF SCIENCES	SRX14688489	Pteronia ciliata I R198	Pteronia ciliata	18.42198	-33.9191	geo_loc_name	"{""geo_loc_name_country_calc"": [28.18832, -25.74579], ""geo_loc_name_sam"": [""18.42198"", ""-33.9191""]}"									77.0	7468517.0	5005.0	475940314.0	39	76120026	1988	3267697440	Illumina HiSeq X	PAIRED	unspecified	GENOMIC	R198	ILLUMINA	SRP366914	2022-09-12	3752	302	11660	['Plant']		1	0.65	0.65	0.65	0.65
SRR11392655	0.652	PRJNA614480	SAMN14427291	CDK8 fine-tunes IL-6 transcriptional activities by limiting STAT3 resident time at the gene loci	"Cytokines are highly pleiotropic ligands that critically contribute to a balanced immune response. We have an incomplete understanding of how cytokines elicit their functional pleiotropy, which has limited their therapeutic use. Here, using Interleukin-6 (IL-6) as a model system, we have performed detailed phosphoproteomic and transcriptomic studies in human Th-1 cells to address the molecular bases defining cytokine functional pleiotropy. We have identified CDK8 as a new negative regulator of STAT3 transcriptional activities that contributes to the diversification of IL-6 responses.  We found that CDK8 is a major regulator of the IL-6 phosphoproteome, and interacts with STAT3 in the nucleus upon IL-6 stimulation. Inhibition of CDK8 activity, using specific small molecules inhibitors, reduced the IL-6-induced phosphoproteome by 23% in Th-1 cells, including STAT3 Ser727 phosphorylation. This, in turn, resulted in retention of tyrosine phosphorylated STAT3 in the nucleus, which increased the binding of STAT3 to target DNA sites in the genome with a concomitant increase in STAT3 mediated transcriptional activity. Importantly, inhibition of CDK8 activity under Th-17 polarizing conditions resulted in an enhancement of Th-17 differentiation. Our results support a model where CDK8 regulates STAT3 transcriptional processivity via modulation of its gene loci resident time, critically contributing to tuning STAT3 mediated responses.Overall design: Role of CDK8 in IL-6-induced STAT3 mediated transcriptional activity in human T cells."	PubMed:33357429	SRS6356671	ChIP-Seq	GEO	SRX7971769	GSM4430009	Homo sapiens													160.0	2750004.0	2603.0	206501292.0	67	18995403	825	1066498158	Illumina HiSeq 4000	PAIRED	ChIP	GENOMIC		ILLUMINA	SRP253716	2020-12-23	1243	300	3130			0				
SRR896107	0.651	PRJNA208073	SAMN02199191	POLR3G and POLR3GL-RNA polymerase III target genes	"Purpose:  Characterization of the target genes of two versions of the Polymerase III (pol III), one containing POLR3G subunit or POLR3GL subunit, in different tissues.Methods: We performed ChIP_seq of POLR3D and the two variants subunits, POLR3G and POLR3GL in Human IMR90 cells, Mouse liver and Mouse Hepatocarcinoma Hepa 1-6 cells in order to locate and analyse total pol III, POLR3G and POLR3GL-containing pol III in various tissues.Results: We show that POLR3G- as well as POLR3GL-containing pol III are present in cultured cell lines and in normal mouse liver, although the relative amounts of the two forms vary, with the POLR3G-containing pol III relatively more abundant in dividing cells. Both forms of pol III occupy the same target genes, in very constant proportions within one cell line, suggesting that the two forms of pol III have similar function with regard to specificity for target genes.Conclusions: POLR3G and POLR3GL occupy the same target genes, but they are differentially expressed under different conditions and in different cell types.Overall design: Pol III target genes in human IMR cells, Mouse liver, and Mouse Hepatocarcinoma cells were identified by chromatin Immuno-precipitation followed by deep sequencing using Illumina HiSeq. For Human IMR90 cells, we used antibodies against POLR3D, POLR3G, POLR3GL and BDP1. For Mouse data, we targeted POLR3D, POLR3G and POLR3GL and did ChIP_seq replicates. We also sequenced the corresponding inputs (crosslinked DNA of IMR90 cells, Mouse liver, and Mouse Hepatocarcinoma cells). This represents a total of 20 samples."	PubMed:24107381	SRS441407	ChIP-Seq	GEO	SRX301445	GSM1160643	Homo sapiens													34.0	706723.0	1717.0	28174953.0	59	18529090	307	939989184	Illumina Genome Analyzer II	SINGLE	ChIP	GENOMIC		ILLUMINA	SRP025425	2015-07-22	2812	75	4747			0				
SRR1754495	0.647	PRJNA272507	SAMN03283097	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816613	OTHER	GEO	SRX839865	GSM1582221	Mus musculus													233.0	13143.0	1628.0	2564033.0	67	251191	729	14745784	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	69	69	92			0				
SRR1754639	0.645	PRJNA272507	SAMN03282695	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816757	OTHER	GEO	SRX840009	GSM1582365	Mus musculus													322.0	5914.0	2016.0	1289325.0	65	174379	960	9217719	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	59	69	97			0				
