ID	kmer_coverage	bioproject	biosample	bioproject_title	bioproject_description	refs	sample_acc	assay_type	center_name	experiment	sample_name	organism	longitude	latitude	selected_location	locations	disease_source	disease_text	do_label	do_id	tissue	tissue_source	tissue_text	bto_id	contigs_n50	contigs_nbseq	contigs_maxlen	contigs_sumlen	unitigs_n50	unitigs_nbseq	unitigs_maxlen	unitigs_sumlen	instrument	librarylayout	libraryselection	librarysource	library_name	platform	sra_study	releasedate	mbytes	avgspotlen	mbases	biosamplemodel_sam	collection_date_sam	location_count	location_avg_coverage	location_max_coverage	location_min_coverage	location_med_coverage
SRR23973377	0.884	PRJNA948850	SAMN33921318	Comprehensive profiling of wastewater viromes by genomic sequencing	"Nucleic acids in wastewater provide a rich source of data for detection and surveillance of microbes. We have longitudinally collected 116 RNA samples from a wastewater treatment plant in Berlin/Germany, from March 2021 to July 2022, and 24 DNA samples from May to July 2022. We tracked human astroviruses, enteroviruses, noroviruses and adenoviruses over time to the level of strains or even individual nucleotide variations, showing how detailed human pathogens can be observed using wastewater. For respiratory pathogens, a broad enrichment panel enabled us to detect waves of RSV, influenza, or common cold coronaviruses in high agreement with clinical data. By applying a profile Hidden Markov Model-based search for novel viruses, we identified more than 100 thousand novel transcript assemblies likely not belonging to known virus species, thus substantially expanding our knowledge of virus diversity. Phylogenetic analysis is shown for bunyaviruses and parvoviruses. Finally, we identify Hundreds of novel protein sequences for CRISPR-associated proteins such as Transposase B, a class of small RNA-guided DNA editing enzymes. Taken together, we present a longitudinal and deep investigation into wastewater-derived genomic sequencing data that underlines the value of sewage surveillance for public health, planetary virome research, and biotechnological potential.Overall design: Raw influx from Berlin/Germany wastewater treatment plants was collected over a time period from May 2021 to July 2022, total RNA and (from May 2022 to July 2022) total DNA extracted and subjected to high-throughput sequencing."	PubMed:39002331	SRS17141651	OTHER	RNA BIOLOGY AND POSTTRANSCRIPTIONAL REGULATION, BERLIN INSTITUTE FOR MEDICAL SYSTEMS BIOLOGY, MAX DELBRÜCK CENTER FOR MOLECULAR MEDICINE	SRX19777883	GSM7117185	wastewater metagenome	13.37691	52.51604	geo_loc_name_country_calc	"{""geo_loc_name"": [""13.37691"", ""52.51604""]}"									175.0	893227.0	11745.0	104930469.0	69	9892152	1394	609557636	Illumina NovaSeq 6000	PAIRED	other	GENOMIC	GSM7117185	ILLUMINA	SRP429361	2023-04-13	796	209	2604			6	0.7	0.9	0.5	0.65
SRR24642190	0.875	PRJNA974021	SAMN35164886	DNA Methylome and 3D Chromatin Landscape of Cell Types Across the Mouse Brain [12I-13A-13B]	"Illustrating the cellular architecture of the mammalian brain is critical to understanding its diverse functions and complex animal behaviors. With support from NIMH and NINDS as part of the BRAIN Initiative Cell Census Network (BICCN), the Center for Epigenomics of the Mouse Brain Atlas (CEMBA) applied single nucleus methylation sequencing in 117 brain funtional regions across the whole adult male P56 C57BL/6J mouse brain. In each major brain regions, we identified distinct cell clusters and formed them in a hierarchical taxonomy. These clusters include known primary brain cell types and possible sub-types. We use these data to identify the epigenomic characteristics and to define specific regulatory elements for each cell cluster. We integrate the single cell methylome with single cell gene expression and chromatin accessibility profiles from the same brain region to further identify potential enhancers and their corresponding genes for several neuronal cell types. By brain region spacial comparisons, we found spatial specificity among excitatory neuronal clusters within the same cortical layer. We identify brain-region-specific transcription factors that may regulate cortical region development of excitatory neurons. These data define the landscape of cell type and spatial heterogeneity in the mouse brain and the underlining regulatory epigenomic basis.Overall design: Apply snmC-seq2 to 117 brain functional regions to identify epigenomic landcape of the adult mouse brain, this subseries consists of one single nucleus methylation sequencing experiment of brain region (12J_210225, 12J_210304, 13A_190725, 13A_200102, 13B_201203, 13B_201210)."		SRS17757102	OTHER	GEO	SRX20424689	GSM7377508	Mus musculus													151.0	283502.0	1316.0	25654390.0	75	2992400	358	176512085	Illumina NovaSeq 6000	PAIRED	other	GENOMIC		ILLUMINA	SRP438463	2023-05-21	223	281	621			0				
SRR1754513	0.862	PRJNA272507	SAMN03282797	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816630	OTHER	GEO	SRX839883	GSM1582239	Mus musculus													244.0	16291.0	960.0	2650961.0	67	203391	760	11999658	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	67	69	89			0				
SRR24010804	0.861	PRJNA950127	SAMN33976210	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174168	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813618	ENV/USA/WI-MSN-AE00001004492C/2021	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name"": [-89.38645, 43.07313], ""geo_loc_name_sam"": [-89.38645, 43.07313], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"									32.0	6197886.0	863.0	215262509.0	32	28745182	571	988082562	PromethION	SINGLE	cDNA	METAGENOMIC	AE00001004492C	OXFORD_NANOPORE	SRP430053	2023-03-29	2655	719	3280	['Metagenome or environmental']	['2021-12-23']	11	0.85	0.94	0.75	0.86
SRR1754639	0.853	PRJNA272507	SAMN03282695	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816757	OTHER	GEO	SRX840009	GSM1582365	Mus musculus													322.0	5914.0	2016.0	1289325.0	65	174379	960	9217719	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	59	69	97			0				
SRR1754495	0.845	PRJNA272507	SAMN03283097	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816613	OTHER	GEO	SRX839865	GSM1582221	Mus musculus													233.0	13143.0	1628.0	2564033.0	67	251191	729	14745784	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	69	69	92			0				
SRR23705987	0.844	PRJNA941228	SAMN33593424	IL-17RA promotes pathologic epithelial inflammation in a mouse model of upper respiratory influenza infection	"The upper respiratory tract (nasopharynx or NP) is the first site of influenza replication, allowing the virus to disseminate to the lower respiratory tract or promoting community transmission. The host response in the NP regulates an intricate balance between viral control and tissue pathology. The hyper-inflammatory responses promote epithelial injury, allowing for increased viral dissemination and susceptibility to secondary bacterial infections. However, the pathologic contributors to influenza upper respiratory tissue pathology are incompletely understood. In this study, we investigated the role of IL-17RA as a modulator of influenza host response and inflammation in the upper respiratory tract. We used a combined experimental approach involving IL-17RA-/- mice and an air-liquid interface (ALI) epithelial culture model to investigate the role of IL-17 response in epithelial inflammation, barrier function, and tissue pathology. Our data show that IL-17RA-/- mice exhibited significantly reduced neutrophilia, epithelial injury, and viral load. The reduced NP inflammation and epithelial injury in IL-17RA-/- mice correlated with increased resistance against co-infection by Streptococcus pneumoniae (Spn). IL-17A treatment, while potentiating the apoptosis of IAV-infected epithelial cells, caused bystander cell death and disrupted the barrier function in ALI epithelial model, supporting the in vivo findings.Overall design: 13 samples"		SRS16951020	RNA-Seq	UNIVERSITY OF NORTH DAKOTA	SRX19567610	GSM7081467	Mus musculus													99.0	6639794.0	2883.0	403816346.0	35	49277421	806	2040563565	Illumina HiSeq 4000	PAIRED	cDNA	TRANSCRIPTOMIC	GSM7081467	ILLUMINA	SRP425795	2023-10-31	4496	302	12090			0				
SRR9150765	0.844	PRJNA545299	SAMN11882269	Epigenomic Landscape of Mouse Brain by Single Nucleus Methylation Sequencing [CEMBA180220_2E]	"Illustrating the cellular architecture of the mammalian brain is critical to understanding its diverse functions and complex animal behaviors. With support from NIMH and NINDS as part of the BRAIN Initiative Cell Census Network (BICCN), the Center for Epigenomics of the Mouse Brain Atlas (CEMBA) applied single nucleus methylation sequencing in 118 brain funtional regions across the whole adult male P56 C57BL/6J mouse brain. In each major brain regions, we identified distinct cell clusters and formed them in a hierarchical taxonomy. These clusters include known primary brain cell types and possible sub-types. We use these data to identify the epigenomic characteristics and to define specific regulatory elements for each cell cluster. We integrate the single cell methylome with single cell gene expression and chromatin accessibility profiles from the same brain region to further identify potential enhancers and their corresponding genes for several neuronal cell types. By brain region spacial comparisons, we found spatial specificity among excitatory neuronal clusters within the same cortical layer. We identify brain-region-specific transcription factors that may regulate cortical region development of excitatory neurons. These data define the landscape of cell type and spatial heterogeneity in the mouse brain and the underlining regulatory epigenomic basis.Overall design: Apply snmC-seq2 to 118 brain functional regions to identify epigenomic landcape of the adult mouse brain, this subseries consists of one single nucleus methylation sequencing experiment of brain region (AON)."	PubMed:34616061	SRS4837481	OTHER	GEO	SRX5923721	GSM3825974	Mus musculus													151.0	110244.0	1726.0	8726635.0	45	1634224	276	80685100	Illumina NovaSeq 6000	PAIRED	other	GENOMIC		ILLUMINA	SRP199762	2020-08-24	130	264	337			0				
SRR1754446	0.837	PRJNA272507	SAMN03283130	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816564	OTHER	GEO	SRX839816	GSM1582172	Mus musculus													269.0	14555.0	1668.0	2680796.0	64	190375	786	11144636	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	72	69	98			0				
SRR13658032	0.828	PRJNA700651	SAMN17835559	Multiplex GAM datasets collected with an average of three nuclear profiles each	"Technologies for measuring 3D genome topology are increasingly important for studying mechanisms of gene regulation, for genome assembly and for mapping of genome rearrangements. We developed multiplex-GAM, a faster and more affordable version of Genome Architecture Mapping (GAM), a ligation-free technique to map chromatin contacts genome-wide. We applied multiplex-GAM to Mouse ES cells.Overall design: This series contains multiplex-GAM samples each containing an average of three nuclear profiles from mouse embryonic stem (mES) cells."	PubMed:37336949	SRS8212957	OTHER	GEO	SRX10049721	GSM5070101	Mus musculus													245.0	21345.0	2331.0	3541865.0	44	347385	1334	16388804	NextSeq 500	SINGLE	other	GENOMIC		ILLUMINA	SRP305345	2022-06-14	130	68	302			0				
SRR11401857	0.824	PRJNA596372	SAMN14431031	Composition analysis of circulating nucleic acids sequencing data	The composition of circuating cell-free DNA (cfDNA) sequencing data was analyzed in terms of repeat families in order to obtain insights on potential mechanisms behind the active release of CNA into the blood stream.	PubMed:32165241	SRS6365166	WGA	CNA DIAGNOSTICS INC.	SRX7980489	N-VM004-T01-healthy-MAPneg4	Bos taurus													185.0	1107483.0	3059.0	130469714.0	67	8415524	829	497551357	NextSeq 500	PAIRED	PCR	OTHER	N-VM004-T01-healthy-MAPneg4	ILLUMINA	SRP253685	2020-03-24	445	300	1654	['Model organism or animal']		0				
SRR1754519	0.823	PRJNA272507	SAMN03282723	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816637	OTHER	GEO	SRX839889	GSM1582245	Mus musculus													281.0	9210.0	1275.0	1916366.0	61	144618	880	8286719	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	59	69	79			0				
SRR1754486	0.822	PRJNA272507	SAMN03283014	Genome Wide Characterization of Genome Organization in Mouse ES cells	"The three-dimensional folding of genomes in the eukaryotic nucleus can influence the expression of genes. We used a new method to determine interactions between different chromatin regions genome-wide. Using a simple statistical model, we determine the subset of those interactions which represent stable contacts. We find an enrichment in contacts between active genes, between Polycomb-repressed genes, between enhancer elements and between enhancers and active genes.Overall design: We used a new method to detect interactions from 490 46C Mouse ES cell derived samples"	PubMed:28273065	SRS816605	OTHER	GEO	SRX839856	GSM1582212	Mus musculus													325.0	9056.0	2043.0	1953132.0	60	135195	1096	7653522	Illumina HiSeq 2000	SINGLE	other	GENOMIC		ILLUMINA	SRP052060	2017-03-09	64	69	86			0				
SRR18559096	0.82	PRJNA821007	SAMN27034175	Pteronia sequencing	Sequences of Pteronia (Asteraceae) for repeatome analysis	PMC:9559566	SRS12448064	WGS	INSTITUTE OF BOTANY OF THE CZECH ACADEMY OF SCIENCES	SRX14688489	Pteronia ciliata I R198	Pteronia ciliata	18.42198	-33.9191	geo_loc_name	"{""geo_loc_name_country_calc"": [28.18832, -25.74579], ""geo_loc_name_sam"": [""18.42198"", ""-33.9191""]}"									77.0	7468517.0	5005.0	475940314.0	39	76120026	1988	3267697440	Illumina HiSeq X	PAIRED	unspecified	GENOMIC	R198	ILLUMINA	SRP366914	2022-09-12	3752	302	11660	['Plant']		1	0.82	0.82	0.82	0.82
SRR584137	0.816	PRJNA176941	SAMN01760507	Polypyrimidine tract-binding protein homologues from Arabidopsis are key regulators of alternative splicing with implications in fundamental developmental processes	"Alternative splicing (AS) generates transcript variants by the definition of different exonic and intronic regions and causes a massive expansion of transcriptome diversity. Changes in AS patterns have been found to be linked to manifold biological processes, yet fundamental aspects such as the regulation of AS and the functional implications of altered AS programs largely remain to be addressed. In this work, widespread AS regulation by Arabidopsis Polypyrimidine tract-binding protein homologues (AtPTBs) was revealed. In total 452 AS events derived from 308 distinct genes were found to be responsive to the levels of the splicing factors AtPTB1 and AtPTB2, which predominantly triggered splicing of regulated introns, inclusion of cassette exons, and usage of upstream 5' splice sites. In contrast, alternative 3' splice site events were strongly underrepresented among the AtPTB1/2 targets and no major AS regulatory function of the distantly related AtPTB3 was found. Dependent on their position within the mRNA, AtPTB-regulated events can both modify the untranslated regions and give rise to alternative protein products. Gene ontology analysis revealed a connection of AtPTB-mediated AS control with diverse biological processes, and the functional implications of selected AS events were further elucidated in the context of seed germination and flowering time control. Specifically, AtPTB misexpression changes AS of the PHYTOCHROME INTERACTING FACTOR 6 (PIF6) pre-mRNA, coinciding with altered rates of abscisic acid-dependent seed germination. Furthermore, AS patterns as well as the expression of key flowering regulators were massively changed in an AtPTB1/2 level-dependent manner. In conclusion, our work has revealed widespread AS regulatory functions of the AtPTB splicing factors with important functional implications in various fundamental processes of Arabidopsis development.Overall design: Analysis of alternative splicing patterns in plants with increased and decreased levels of the 3 Arabidopsis Polypyrimidine-tract binding protein homologues in comparison to wild type samples, determined in duplicates"	PubMed:23192226	SRS367559	RNA-Seq	GEO	SRX193202	GSM1017178	Arabidopsis thaliana													325.0	401269.0	11199.0	44519118.0	36	7089655	2664	287489926	Illumina Genome Analyzer II	SINGLE	cDNA	TRANSCRIPTOMIC		ILLUMINA	SRP016026	2012-10-23	3282	101	5331			0				
SRR24010801	0.813	PRJNA950127	SAMN33976221	Deep Sequencing Air Samples University of Wisconsin-Madison	Deep sequencing environmental air samples.	PMC:10312882,10696062	SRS17174171	WGS	UNIVERSITY OF WISCONSIN-MADISON	SRX19813621	ENV/USA/WI-MSN-AE0000100CC63D/2022	air metagenome	-89.4008	43.0722	lat_lon	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name_sam"": [-89.38645, 43.07313], ""geo_loc_name"": [""-89.38645"", ""43.07313""]}"									32.0	5762220.0	745.0	201771598.0	32	31923253	621	1098776268	PromethION	SINGLE	cDNA	METAGENOMIC	AE0000100CC63D	OXFORD_NANOPORE	SRP430053	2023-03-29	3016	779	3763	['Metagenome or environmental']	['2022-05-31']	11	0.85	0.94	0.75	0.86
